text,entities
DATA EMBARQUE: 2025-06-02 | ALIQUOTA IR: 26.81% | DI 390156414 | VALOR IR: R$ 118.28 | NAVIO: BRENDA TRADER | VALOR PISS: R$ 10.43 | ALIQ IOF: 5.78% | VALOR DO COFINS: R$ 11.5 | DUE 3361090894 | VALOR IOF: R$ 18.47,"[(65, 84, 'VALOR_IR'), (195, 214, 'VALOR_IOF'), (110, 130, 'VALOR_PIS'), (151, 175, 'VALOR_COFINS'), (28, 47, 'ALIQUOTA_IR'), (133, 148, 'ALIQUOTA_IOF')]"
DATA EMBARQUE: 2025-04-14 | DUE 6010633357 | VALOR IR: R$ 282.83 | VALOR DO COFINS: R$ 17.7 | VALOR IOF: R$ 20.11 | base ir: R$ 112.94 | VALOR PISS: R$ 10.75 | VALOR DA CIDE: R$ 4.36 | ALIQ IOF: 0.94%,"[(45, 64, 'VALOR_IR'), (94, 113, 'VALOR_IOF'), (137, 157, 'VALOR_PIS'), (67, 91, 'VALOR_COFINS'), (160, 182, 'VALOR_CIDE'), (185, 200, 'ALIQUOTA_IOF'), (116, 134, 'BASE_CALCULO_IR')]"
DI 896651334 | ALIQUOTA IR: 18.91% | VALOR IR: R$ 358.25 | ALIQ IOF: 0.4% | DATA EMBARQUE: 2025-05-14 | NAVIO: ANA JULIA TRADER | BASE IR: R$ 580.2 | DUE 5514999359 | VALOR IOF: R$ 2.38 | VALOR PISS: R$ 24.78 | VALOR DA CIDE: R$ 9.97,"[(37, 56, 'VALOR_IR'), (167, 185, 'VALOR_IOF'), (188, 208, 'VALOR_PIS'), (211, 233, 'VALOR_CIDE'), (15, 34, 'ALIQUOTA_IR'), (59, 73, 'ALIQUOTA_IOF'), (130, 147, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-04-15 | NAVIO: SARAH TRADER | VALOR DA CIDE: R$ 2.05 | VALOR PISS: R$ 5.71 | VALOR IR: R$ 281.44 | DUE 1177065671 | VALOR IOF: R$ 13.52 | BASE IR: R$ 1889.09 | DI 579818549 | VALOR DO COFINS: R$ 10.75,"[(97, 116, 'VALOR_IR'), (136, 155, 'VALOR_IOF'), (75, 94, 'VALOR_PIS'), (195, 220, 'VALOR_COFINS'), (50, 72, 'VALOR_CIDE'), (158, 177, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 140.78 | ALIQ IOF: 5.56% | DATA EMBARQUE: 2025-05-30 | VALOR IOF: R$ 9.63 | DI 600931168 | VALOR PISS: R$ 10.42 | ALIQUOTA IR: 22.22% | BASE IR: R$ 1468.67 | DUE 5235008904,"[(0, 19, 'VALOR_IR'), (68, 86, 'VALOR_IOF'), (104, 124, 'VALOR_PIS'), (127, 146, 'ALIQUOTA_IR'), (22, 37, 'ALIQUOTA_IOF'), (149, 168, 'BASE_CALCULO_IR')]"
ALIQ IOF: 5.21% | VALOR IOF: R$ 32.42 | DATA EMBARQUE: 2025-04-12 | DI 898915445 | NAVIO: HENRIQUE TRADER | VALOR PISS: R$ 4.37 | DUE 3667184832 | VALOR IR: R$ 363.2 | VALOR DA CIDE: R$ 1.39 | ALIQUOTA IR: 7.9%,"[(147, 165, 'VALOR_IR'), (18, 37, 'VALOR_IOF'), (108, 127, 'VALOR_PIS'), (168, 190, 'VALOR_CIDE'), (193, 210, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF')]"
VALOR DA CIDE: R$ 6.47 | VALOR DO COFINS: R$ 21.01 | VALOR PISS: R$ 12.62 | DUE 1899708378 | DI 800406368 | valor iof: R$ 41.41 | VALOR IR: R$ 39.51 | ALIQUOTA IR: 16.94% | ALIQ IOF: 2.62% | BASE IR: R$ 1600.76,"[(130, 148, 'VALOR_IR'), (108, 127, 'VALOR_IOF'), (53, 73, 'VALOR_PIS'), (25, 50, 'VALOR_COFINS'), (0, 22, 'VALOR_CIDE'), (151, 170, 'ALIQUOTA_IR'), (173, 188, 'ALIQUOTA_IOF'), (191, 210, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-05-22 | NAVIO: FERNANDA TRADER | BASE IR: R$ 1723.71 | VALOR DA CIDE: R$ 0.44 | ALIQ IOF: 2.23% | VALOR IR: R$ 441.38 | aliquota ir: 24.94% | VALOR IOF: R$ 38.98 | VALOR DO COFINS: R$ 31.1,"[(118, 137, 'VALOR_IR'), (162, 181, 'VALOR_IOF'), (184, 208, 'VALOR_COFINS'), (75, 97, 'VALOR_CIDE'), (140, 159, 'ALIQUOTA_IR'), (100, 115, 'ALIQUOTA_IOF'), (53, 72, 'BASE_CALCULO_IR')]"
NAVIO: LETÍCIA TRADER | VALOR DA CIDE: R$ 3.97 | DUE 2944898939 | BASE IR: R$ 1883.26 | DATA EMBARQUE: 2025-04-10 | ALIQUOTA IR: 11.98% | DI 795756229 | VALOR IR: R$ 45.35 | ALIQ IOF: 0.22% | VALOR IOF: R$ 6.18,"[(153, 171, 'VALOR_IR'), (192, 210, 'VALOR_IOF'), (24, 46, 'VALOR_CIDE'), (116, 135, 'ALIQUOTA_IR'), (174, 189, 'ALIQUOTA_IOF'), (66, 85, 'BASE_CALCULO_IR')]"
NAVIO: FERNANDO TRADER | VALOR IOF: R$ 47.27 | DI 616353711 | DATA EMBARQUE: 2025-05-17 | VALOR IR: R$ 21.67 | ALIQ IOF: 4.1% | BASE IR: R$ 258.35 | VALOR PISS: R$ 27.38 | ALIQUOTA IR: 20.26% | DUE 6254983777 | VALOR DO COFINS: R$ 20.87,"[(90, 108, 'VALOR_IR'), (25, 44, 'VALOR_IOF'), (149, 169, 'VALOR_PIS'), (211, 236, 'VALOR_COFINS'), (172, 191, 'ALIQUOTA_IR'), (111, 125, 'ALIQUOTA_IOF'), (128, 146, 'BASE_CALCULO_IR')]"
DI 487390370 | VALOR PISS: R$ 16.9 | base ir: R$ 731.92 | VALOR DO COFINS: R$ 16.13 | VALOR IR: R$ 335.57 | DATA EMBARQUE: 2025-04-04 | ALIQ IOF: 5.54% | VALOR IOF: R$ 11.49 | ALIQUOTA IR: 27.16% | DUE 3930160438 | VALOR DA CIDE: R$ 1.4,"[(86, 105, 'VALOR_IR'), (154, 173, 'VALOR_IOF'), (15, 34, 'VALOR_PIS'), (58, 83, 'VALOR_COFINS'), (215, 236, 'VALOR_CIDE'), (176, 195, 'ALIQUOTA_IR'), (136, 151, 'ALIQUOTA_IOF'), (37, 55, 'BASE_CALCULO_IR')]"
ALIQ IOF: 2.61% | VALOR IR: R$ 375.16 | ALIQUOTA IR: 21.28% | VALOR IOF: R$ 34.71 | NAVIO: FRANCISCO TRADER | VALOR DA CIDE: R$ 0.76 | DUE 6915859731 | DI 348595574 | VALOR DO COFINS: R$ 11.34 | VALOR PISS: R$ 13.43,"[(18, 37, 'VALOR_IR'), (62, 81, 'VALOR_IOF'), (195, 215, 'VALOR_PIS'), (167, 192, 'VALOR_COFINS'), (110, 132, 'VALOR_CIDE'), (40, 59, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF')]"
BASE IR: R$ 1708.74 | DATA EMBARQUE: 2025-05-19 | VALOR IOF: R$ 14.49 | DI 411372141 | ALIQ IOF: 2.53% | DUE 6174725845 | ALIQUOTA IR: 11.3%,"[(50, 69, 'VALOR_IOF'), (122, 140, 'ALIQUOTA_IR'), (87, 102, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
BASE IR: R$ 1292.56 | DI 526399258 | DUE 1047884325 | aliquota ir: 23.23% | NAVIO: BRUNO TRADER | ALIQ IOF: 4.01% | VALOR IR: R$ 338.23,"[(116, 135, 'VALOR_IR'), (54, 73, 'ALIQUOTA_IR'), (98, 113, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
DUE 8076019135 | VALOR IR: R$ 108.35 | VALOR DA CIDE: R$ 5.92 | ALIQUOTA IR: 27.5% | VALOR DO COFINS: R$ 18.92 | ALIQ IOF: 0.3% | VALOR PISS: R$ 29.79 | DI 187472827 | BASE IR: R$ 770.46 | VALOR IOF: R$ 19.28,"[(17, 36, 'VALOR_IR'), (189, 208, 'VALOR_IOF'), (130, 150, 'VALOR_PIS'), (85, 110, 'VALOR_COFINS'), (39, 61, 'VALOR_CIDE'), (64, 82, 'ALIQUOTA_IR'), (113, 127, 'ALIQUOTA_IOF'), (168, 186, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 4.88 | NAVIO: MARIANA TRADER | VALOR DO COFINS: R$ 32.37 | VALOR IR: R$ 382.06 | ALIQUOTA IR: 8.23% | VALOR PISS: R$ 9.38 | DI 563085371 | base ir: R$ 546.48 | DATA EMBARQUE: 2025-05-20,"[(77, 96, 'VALOR_IR'), (120, 139, 'VALOR_PIS'), (49, 74, 'VALOR_COFINS'), (0, 22, 'VALOR_CIDE'), (99, 117, 'ALIQUOTA_IR'), (157, 175, 'BASE_CALCULO_IR')]"
ALIQ IOF: 2.07% | VALOR PISS: R$ 6.16 | NAVIO: CAIO TRADER | BASE IR: R$ 1327.77 | VALOR DA CIDE: R$ 3.82 | valor iof: R$ 6.81 | ALIQUOTA IR: 24.7% | DATA EMBARQUE: 2025-05-13,"[(108, 126, 'VALOR_IOF'), (18, 37, 'VALOR_PIS'), (83, 105, 'VALOR_CIDE'), (129, 147, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (61, 80, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-04-13 | ALIQUOTA IR: 20.15% | VALOR IR: R$ 365.36 | NAVIO: LUCAS GABRIEL TRADER | DI 279480142 | ALIQ IOF: 4.2% | BASE IR: R$ 108.58 | VALOR IOF: R$ 33.91 | VALOR DO COFINS: R$ 10.21 | VALOR DA CIDE: R$ 0.86 | VALOR PISS: R$ 25.98,"[(50, 69, 'VALOR_IR'), (155, 174, 'VALOR_IOF'), (230, 250, 'VALOR_PIS'), (177, 202, 'VALOR_COFINS'), (205, 227, 'VALOR_CIDE'), (28, 47, 'ALIQUOTA_IR'), (117, 131, 'ALIQUOTA_IOF'), (134, 152, 'BASE_CALCULO_IR')]"
NAVIO: PEDRO TRADER | ALIQUOTA IR: 17.99% | VALOR IR: R$ 269.04 | DATA EMBARQUE: 2025-05-21 | DUE 5989603511 | ALIQ IOF: 1.51% | VALOR IOF: R$ 17.92 | DI 753549155 | VALOR PISS: R$ 9.37 | BASE IR: R$ 1446.19,"[(44, 63, 'VALOR_IR'), (129, 148, 'VALOR_IOF'), (166, 185, 'VALOR_PIS'), (22, 41, 'ALIQUOTA_IR'), (111, 126, 'ALIQUOTA_IOF'), (188, 207, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 70.07 | DATA EMBARQUE: 2025-05-17 | ALIQUOTA IR: 11.23% | ALIQ IOF: 1.03% | base ir: R$ 321.43 | DI 527702493 | VALOR IOF: R$ 2.18 | VALOR DO COFINS: R$ 32.95 | VALOR DA CIDE: R$ 0.95 | NAVIO: JOANA TRADER | VALOR PISS: R$ 10.24,"[(0, 18, 'VALOR_IR'), (125, 143, 'VALOR_IOF'), (221, 241, 'VALOR_PIS'), (146, 171, 'VALOR_COFINS'), (174, 196, 'VALOR_CIDE'), (49, 68, 'ALIQUOTA_IR'), (71, 86, 'ALIQUOTA_IOF'), (89, 107, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 3.06 | DATA EMBARQUE: 2025-04-07 | BASE IR: R$ 665.5 | NAVIO: PEDRO MIGUEL TRADER | DUE 3205115388 | ALIQ IOF: 3.01% | VALOR PISS: R$ 4.82 | VALOR IR: R$ 256.28 | DI 681453963 | VALOR IOF: R$ 9.51,"[(159, 178, 'VALOR_IR'), (196, 214, 'VALOR_IOF'), (137, 156, 'VALOR_PIS'), (0, 22, 'VALOR_CIDE'), (119, 134, 'ALIQUOTA_IOF'), (53, 70, 'BASE_CALCULO_IR')]"
DI 435908249 | DATA EMBARQUE: 2025-04-08 | ALIQ IOF: 4.68% | VALOR PISS: R$ 28.25 | NAVIO: JUAN TRADER | ALIQUOTA IR: 22.39% | VALOR IR: R$ 301.29 | DUE 6373849453 | VALOR DO COFINS: R$ 16.83,"[(127, 146, 'VALOR_IR'), (61, 81, 'VALOR_PIS'), (166, 191, 'VALOR_COFINS'), (105, 124, 'ALIQUOTA_IR'), (43, 58, 'ALIQUOTA_IOF')]"
DUE 7342244915 | ALIQ IOF: 2.2% | VALOR IOF: R$ 23.54 | VALOR PISS: R$ 17.67 | VALOR DA CIDE: R$ 6.2 | ALIQUOTA IR: 24.9% | DATA EMBARQUE: 2025-04-11 | VALOR DO COFINS: R$ 10.56,"[(34, 53, 'VALOR_IOF'), (56, 76, 'VALOR_PIS'), (152, 177, 'VALOR_COFINS'), (79, 100, 'VALOR_CIDE'), (103, 121, 'ALIQUOTA_IR'), (17, 31, 'ALIQUOTA_IOF')]"
NAVIO: FRANCISCO TRADER | DI 762040142 | DUE 2678659337 | ALIQUOTA IR: 25.34% | VALOR IOF: R$ 1.18 | VALOR IR: R$ 230.42 | BASE IR: R$ 409.45 | VALOR DA CIDE: R$ 3.71,"[(101, 120, 'VALOR_IR'), (80, 98, 'VALOR_IOF'), (144, 166, 'VALOR_CIDE'), (58, 77, 'ALIQUOTA_IR'), (123, 141, 'BASE_CALCULO_IR')]"
DI 653707772 | BASE IR: R$ 1305.81 | VALOR IR: R$ 137.32 | ALIQ IOF: 5.33% | VALOR IOF: R$ 5.36 | ALIQUOTA IR: 26.28% | DUE 4431808581 | DATA EMBARQUE: 2025-04-10 | VALOR DA CIDE: R$ 9.59,"[(37, 56, 'VALOR_IR'), (77, 95, 'VALOR_IOF'), (165, 187, 'VALOR_CIDE'), (98, 117, 'ALIQUOTA_IR'), (59, 74, 'ALIQUOTA_IOF'), (15, 34, 'BASE_CALCULO_IR')]"
VALOR DO COFINS: R$ 24.67 | ALIQ IOF: 4.99% | DI 687887028 | VALOR IR: R$ 75.66 | VALOR PISS: R$ 11.99,"[(61, 79, 'VALOR_IR'), (82, 102, 'VALOR_PIS'), (0, 25, 'VALOR_COFINS'), (28, 43, 'ALIQUOTA_IOF')]"
VALOR PISS: R$ 25.09 | DATA EMBARQUE: 2025-04-12 | ALIQ IOF: 1.71% | VALOR IOF: R$ 7.58 | DUE 2770458485 | DI 459461355 | BASE IR: R$ 1829.06 | VALOR IR: R$ 461.19,"[(144, 163, 'VALOR_IR'), (69, 87, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (51, 66, 'ALIQUOTA_IOF'), (122, 141, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 26.61% | VALOR DO COFINS: R$ 26.81 | ALIQ IOF: 1.81% | DUE 4507666476 | NAVIO: MIGUEL TRADER | VALOR DA CIDE: R$ 0.29 | VALOR IOF: R$ 11.24 | DI 187884985,"[(133, 152, 'VALOR_IOF'), (22, 47, 'VALOR_COFINS'), (108, 130, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (50, 65, 'ALIQUOTA_IOF')]"
VALOR IOF: R$ 28.61 | ALIQ IOF: 2.6% | VALOR IR: R$ 290.77 | DATA EMBARQUE: 2025-04-27 | BASE IR: R$ 173.94 | VALOR DA CIDE: R$ 0.54 | ALIQUOTA IR: 18.98% | DUE 7501652131 | VALOR DO COFINS: R$ 0.66,"[(39, 58, 'VALOR_IR'), (0, 19, 'VALOR_IOF'), (174, 198, 'VALOR_COFINS'), (110, 132, 'VALOR_CIDE'), (135, 154, 'ALIQUOTA_IR'), (22, 36, 'ALIQUOTA_IOF'), (89, 107, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 6.03 | NAVIO: LETÍCIA TRADER | VALOR PISS: R$ 10.75 | ALIQUOTA IR: 13.12% | base ir: R$ 192.1 | ALIQ IOF: 0.76% | DI 969252797 | VALOR IR: R$ 429.93 | DUE 9482526272 | DATA EMBARQUE: 2025-05-17,"[(147, 166, 'VALOR_IR'), (49, 69, 'VALOR_PIS'), (0, 22, 'VALOR_CIDE'), (72, 91, 'ALIQUOTA_IR'), (114, 129, 'ALIQUOTA_IOF'), (94, 111, 'BASE_CALCULO_IR')]"
ALIQ IOF: 4.04% | VALOR IR: R$ 463.37 | ALIQUOTA IR: 16.06% | VALOR PISS: R$ 26.67 | VALOR IOF: R$ 1.23 | DATA EMBARQUE: 2025-04-11 | DI 781659974 | BASE IR: R$ 192.16 | NAVIO: HEITOR TRADER,"[(18, 37, 'VALOR_IR'), (85, 103, 'VALOR_IOF'), (62, 82, 'VALOR_PIS'), (40, 59, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (149, 167, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 463.91 | VALOR IOF: R$ 44.46 | VALOR PISS: R$ 29.05 | BASE IR: R$ 1505.52 | ALIQUOTA IR: 22.77% | DI 223412077 | ALIQ IOF: 4.4% | DUE 8462491804 | NAVIO: JOÃO LUCAS TRADER | VALOR DO COFINS: R$ 9.56 | VALOR DA CIDE: R$ 8.09,"[(0, 19, 'VALOR_IR'), (22, 41, 'VALOR_IOF'), (44, 64, 'VALOR_PIS'), (187, 211, 'VALOR_COFINS'), (214, 236, 'VALOR_CIDE'), (89, 108, 'ALIQUOTA_IR'), (126, 140, 'ALIQUOTA_IOF'), (67, 86, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-04-04 | ALIQUOTA IR: 14.94% | VALOR PISS: R$ 27.66 | VALOR DO COFINS: R$ 3.91 | DUE 1618336888 | DI 625643184 | ALIQ IOF: 2.68% | BASE IR: R$ 1713.05 | VALOR DA CIDE: R$ 6.67,"[(50, 70, 'VALOR_PIS'), (73, 97, 'VALOR_COFINS'), (172, 194, 'VALOR_CIDE'), (28, 47, 'ALIQUOTA_IR'), (132, 147, 'ALIQUOTA_IOF'), (150, 169, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 3.68 | DI 867754443 | VALOR DO COFINS: R$ 19.73 | ALIQ IOF: 2.01% | BASE IR: R$ 1516.16 | VALOR IR: R$ 157.32 | ALIQUOTA IR: 17.2% | VALOR IOF: R$ 11.19 | DATA EMBARQUE: 2025-05-12,"[(108, 127, 'VALOR_IR'), (151, 170, 'VALOR_IOF'), (40, 65, 'VALOR_COFINS'), (0, 22, 'VALOR_CIDE'), (130, 148, 'ALIQUOTA_IR'), (68, 83, 'ALIQUOTA_IOF'), (86, 105, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-05-25 | DI 888886408 | VALOR PISS: R$ 7.06 | ALIQ IOF: 5.83% | VALOR IR: R$ 332.48 | VALOR DO COFINS: R$ 29.95 | ALIQUOTA IR: 15.72% | BASE IR: R$ 948.69 | NAVIO: LAVÍNIA TRADER | DUE 3796767186 | VALOR IOF: R$ 1.96 | VALOR DA CIDE: R$ 8.35,"[(83, 102, 'VALOR_IR'), (217, 235, 'VALOR_IOF'), (43, 62, 'VALOR_PIS'), (105, 130, 'VALOR_COFINS'), (238, 260, 'VALOR_CIDE'), (133, 152, 'ALIQUOTA_IR'), (65, 80, 'ALIQUOTA_IOF'), (155, 173, 'BASE_CALCULO_IR')]"
ALIQ IOF: 0.5% | BASE IR: R$ 847.09 | VALOR DA CIDE: R$ 4.96 | VALOR DO COFINS: R$ 31.15 | VALOR IOF: R$ 24.73 | DATA EMBARQUE: 2025-05-13 | VALOR IR: R$ 78.59 | VALOR PISS: R$ 12.95 | NAVIO: LORENA TRADER,"[(141, 159, 'VALOR_IR'), (91, 110, 'VALOR_IOF'), (162, 182, 'VALOR_PIS'), (63, 88, 'VALOR_COFINS'), (38, 60, 'VALOR_CIDE'), (0, 14, 'ALIQUOTA_IOF'), (17, 35, 'BASE_CALCULO_IR')]"
ALIQ IOF: 5.11% | VALOR DO COFINS: R$ 14.0 | BASE IR: R$ 1095.03 | VALOR IOF: R$ 36.55 | VALOR IR: R$ 472.38 | VALOR DA CIDE: R$ 4.26 | DUE 9311362225 | DI 311214336 | ALIQUOTA IR: 12.52% | NAVIO: PEDRO MIGUEL TRADER,"[(89, 108, 'VALOR_IR'), (67, 86, 'VALOR_IOF'), (18, 42, 'VALOR_COFINS'), (111, 133, 'VALOR_CIDE'), (168, 187, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (45, 64, 'BASE_CALCULO_IR')]"
VALOR PISS: R$ 17.92 | VALOR DA CIDE: R$ 8.38 | DUE 9606514237 | ALIQUOTA IR: 24.84% | VALOR IR: R$ 311.84 | NAVIO: JOÃO MIGUEL TRADER | VALOR IOF: R$ 12.3 | ALIQ IOF: 0.5% | DATA EMBARQUE: 2025-05-26 | BASE IR: R$ 798.77 | VALOR DO COFINS: R$ 8.83,"[(87, 106, 'VALOR_IR'), (137, 155, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (224, 248, 'VALOR_COFINS'), (23, 45, 'VALOR_CIDE'), (65, 84, 'ALIQUOTA_IR'), (158, 172, 'ALIQUOTA_IOF'), (203, 221, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-04-18 | VALOR PISS: R$ 16.38 | DI 877159327 | BASE IR: R$ 875.95 | DUE 3434917163 | VALOR IOF: R$ 15.27 | ALIQ IOF: 1.5% | VALOR DO COFINS: R$ 24.15 | NAVIO: MARCOS VINICIUS TRADER | ALIQUOTA IR: 21.08% | VALOR IR: R$ 482.99,"[(225, 244, 'VALOR_IR'), (104, 123, 'VALOR_IOF'), (28, 48, 'VALOR_PIS'), (143, 168, 'VALOR_COFINS'), (203, 222, 'ALIQUOTA_IR'), (126, 140, 'ALIQUOTA_IOF'), (66, 84, 'BASE_CALCULO_IR')]"
ALIQ IOF: 4.03% | VALOR IOF: R$ 22.76 | VALOR DA CIDE: R$ 6.99 | VALOR IR: R$ 325.17 | ALIQUOTA IR: 23.47% | DUE 4505519734 | VALOR PISS: R$ 15.05 | DATA EMBARQUE: 2025-05-01 | base ir: R$ 1465.27 | VALOR DO COFINS: R$ 12.16,"[(65, 84, 'VALOR_IR'), (18, 37, 'VALOR_IOF'), (126, 146, 'VALOR_PIS'), (199, 224, 'VALOR_COFINS'), (40, 62, 'VALOR_CIDE'), (87, 106, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (177, 196, 'BASE_CALCULO_IR')]"
NAVIO: NICOLE TRADER | DUE 8770981986 | VALOR IOF: R$ 11.37 | BASE IR: R$ 1827.45 | ALIQ IOF: 3.33% | DATA EMBARQUE: 2025-04-06 | VALOR IR: R$ 86.76 | ALIQUOTA IR: 17.78% | VALOR DO COFINS: R$ 15.83 | VALOR PISS: R$ 28.7,"[(130, 148, 'VALOR_IR'), (40, 59, 'VALOR_IOF'), (201, 220, 'VALOR_PIS'), (173, 198, 'VALOR_COFINS'), (151, 170, 'ALIQUOTA_IR'), (84, 99, 'ALIQUOTA_IOF'), (62, 81, 'BASE_CALCULO_IR')]"
DUE 7465101123 | DATA EMBARQUE: 2025-04-14 | DI 138670602 | BASE IR: R$ 1932.7 | VALOR DO COFINS: R$ 8.72 | ALIQ IOF: 3.86% | VALOR DA CIDE: R$ 2.14 | VALOR PISS: R$ 17.24 | ALIQUOTA IR: 22.8% | VALOR IR: R$ 162.26 | VALOR IOF: R$ 13.65,"[(195, 214, 'VALOR_IR'), (217, 236, 'VALOR_IOF'), (151, 171, 'VALOR_PIS'), (81, 105, 'VALOR_COFINS'), (126, 148, 'VALOR_CIDE'), (174, 192, 'ALIQUOTA_IR'), (108, 123, 'ALIQUOTA_IOF'), (60, 78, 'BASE_CALCULO_IR')]"
NAVIO: LAÍS TRADER | BASE IR: R$ 1420.48 | DUE 6703826018 | VALOR DA CIDE: R$ 5.87 | VALOR IR: R$ 118.26 | VALOR IOF: R$ 40.62 | VALOR PISS: R$ 5.27 | VALOR DO COFINS: R$ 33.75 | ALIQ IOF: 5.57%,"[(85, 104, 'VALOR_IR'), (107, 126, 'VALOR_IOF'), (129, 148, 'VALOR_PIS'), (151, 176, 'VALOR_COFINS'), (60, 82, 'VALOR_CIDE'), (179, 194, 'ALIQUOTA_IOF'), (21, 40, 'BASE_CALCULO_IR')]"
VALOR IOF: R$ 33.87 | ALIQUOTA IR: 22.71% | DI 900026922 | VALOR IR: R$ 389.06 | BASE IR: R$ 1487.83 | ALIQ IOF: 3.39% | DATA EMBARQUE: 2025-05-19 | DUE 2847073905 | VALOR DO COFINS: R$ 34.72 | VALOR PISS: R$ 17.56 | NAVIO: GABRIELLY TRADER,"[(59, 78, 'VALOR_IR'), (0, 19, 'VALOR_IOF'), (194, 214, 'VALOR_PIS'), (166, 191, 'VALOR_COFINS'), (22, 41, 'ALIQUOTA_IR'), (103, 118, 'ALIQUOTA_IOF'), (81, 100, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 134.72 | valor iof: R$ 17.45 | VALOR PISS: R$ 6.7 | DUE 4261568266 | VALOR DA CIDE: R$ 4.01 | NAVIO: BRYAN TRADER | DI 209177216 | ALIQ IOF: 5.33%,"[(0, 19, 'VALOR_IR'), (22, 41, 'VALOR_IOF'), (44, 62, 'VALOR_PIS'), (82, 104, 'VALOR_CIDE'), (144, 159, 'ALIQUOTA_IOF')]"
DUE 9239254860 | VALOR IOF: R$ 46.89 | DI 102685179 | VALOR DA CIDE: R$ 1.07 | NAVIO: LUIZ OTÁVIO TRADER | BASE IR: R$ 1488.99,"[(17, 36, 'VALOR_IOF'), (54, 76, 'VALOR_CIDE'), (107, 126, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 27.13% | DI 816036248 | DUE 8251770485 | VALOR PISS: R$ 9.39 | ALIQ IOF: 2.53% | DATA EMBARQUE: 2025-05-10 | VALOR DA CIDE: R$ 8.94 | base ir: R$ 1529.69 | VALOR IOF: R$ 43.32,"[(169, 188, 'VALOR_IOF'), (54, 73, 'VALOR_PIS'), (122, 144, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (76, 91, 'ALIQUOTA_IOF'), (147, 166, 'BASE_CALCULO_IR')]"
DUE 5849241864 | DATA EMBARQUE: 2025-06-01 | VALOR PISS: R$ 19.73 | DI 202226609 | VALOR IOF: R$ 36.15 | BASE IR: R$ 254.9 | NAVIO: HELOÍSA TRADER | VALOR DO COFINS: R$ 19.41 | VALOR IR: R$ 268.34,"[(177, 196, 'VALOR_IR'), (83, 102, 'VALOR_IOF'), (45, 65, 'VALOR_PIS'), (149, 174, 'VALOR_COFINS'), (105, 122, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 336.43 | base ir: R$ 1057.9 | DUE 7627331937 | NAVIO: MARIA CLARA TRADER | VALOR DO COFINS: R$ 33.34 | DI 180101734 | ALIQ IOF: 2.32% | VALOR DA CIDE: R$ 1.0 | VALOR PISS: R$ 24.13,"[(0, 19, 'VALOR_IR'), (173, 193, 'VALOR_PIS'), (88, 113, 'VALOR_COFINS'), (149, 170, 'VALOR_CIDE'), (131, 146, 'ALIQUOTA_IOF'), (22, 40, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 5.4 | VALOR IR: R$ 344.01 | DUE 9518693115 | BASE IR: R$ 829.36 | ALIQUOTA IR: 9.23% | DI 552074894 | DATA EMBARQUE: 2025-04-10 | VALOR PISS: R$ 14.9 | NAVIO: LAURA TRADER,"[(24, 43, 'VALOR_IR'), (148, 167, 'VALOR_PIS'), (0, 21, 'VALOR_CIDE'), (84, 102, 'ALIQUOTA_IR'), (63, 81, 'BASE_CALCULO_IR')]"
